text,cluster_id
What's up zero delivery times and customer service fails? No phone call when requested - twice.,6
Fake @115821 its 3 months n more stily my account is on hold 5000₹ in @115823  pls don't use @115823 for any transaction they can out your account on hold,1
my case id 4118994532 not solved since two weeks. There is no any responsible executive for solve the seller issue. Or just do it by amazon it self. Please reply me,0
and I have changed it however still the same message,10
@AmazonHelp @115823 recharge on 10nov with first amazon pay but still not received cashback.REPLY ASAP https://t.co/YYcE59SQuN,0
"The wait for an amazon delivery is so nerve-wracking, like everytime I hear the slightest of movement I feel like it’s my delivery and it never is😭",7
#amazonfraud #customers be carefull with these ecommerce websites they will give offers nd they will Keep ur money for sometime and ^1/2 https://t.co/rjNnPCoGLJ,0
"Amazon Support, https://t.co/JjAPW9EIGj seller central cheated bank account Please Call me + 91 9167937705 @AmazonHelp",0
#AveenoBabyQuiz and comes another fake quiz. I am not playing this shit anymore. Never getting any prizes. Only advertising Fake!! https://t.co/woEScFvm8T,5
Actually it's updated now for delivery tomorrow sorry lads will delete,4
"Guys, Just bought an e-book on Amazon.nl and after I've bought it get the message that I cannot have it on my Kindle....?! I'm not reading this on my iPhone, that's why I have a Kindle... any solution or just return the book?",3
I hadnt expected that such a big brand like amazon would have such a poor customer service.,0
"While I appreciate the security, you guys locked me out of my account because I added a new payment card and bought gift cards with it. Ugh. It's me!!",3
Hi I don't have a business account but I'm looking to download an order history report. I want to check if a Prime account will be more cost effective. Is there a way for me to do it?,3
Why is there no longer a search box or ability to search your own wish list?,10
Knew that was too easy. Yesterday @115830 send email offering full refund of £63 then separately email today saying actually only £18.,6
FBA157QQK2 has been delayed a lot.Normally next day stock is updated.Why is there a delay?,4
I had a delivery about a week ago while I was away (shipping no. Q27006479623) &amp; I’ve returned to find just an empty envelope...,2
Super irritated that @115821 is sending all my stuff @118706 nothing is coming when they said😡😭 if my @138021 watch doesnt come by 8pm🐍,1
how do I file a claim if I have two packages that say they were delivered on Tuesday but have not been delivered?,4
as an @115850 prime member this should be delivered by today right? tracking id - 184123602560,8
On another note my package isn’t here and I’m being hella petty. Like if it comes tomorrow I’m gonna return it back to @115821 and buy it in stores,1
"Prime apparently means free 6 day (not 2 day)shipping. Happened on 2 separate orders. Explain, please?",8
#firestick is a piece of shit,10
"Hi, prime is available for Belgium, does that include music too? Thank you.",8
There's a reason why I don't order much from @115821 anymore. They can't deliver for shit.#amazon #DeliveryDriver #sundaydelivery #daywasted https://t.co/i2umI2ok7J,7
.@AmazonHelp Good morning! I'm a prime customer and ordered some prime items yesterday. Delivery date shows Friday. Need them by Tues. HELP!,8
"Over-the-top fretting. It's a thing. #DesiParents 
https://t.co/acmQbqxs4b. @7778 https://t.co/uFOAXR5mB4",5
"@139570 is discriminating in exchange prices for one plus 5 and one plus 5T. 

One plus 5 gives us 5700 and one plus 5T 2700. How is that determined? Shouldn't that be same? 

@115850 maybe you can follow up with the right people and offer same? https://t.co/KekYMKO2Eo",3
um @115821 i got my package but instead of the mask i ordered there was just a smaller box inside the box??? and another box in that one?,9
"Hey @115821 thanks for the printer ink!  I didn’t order a package, and I don’t have a printer but Merry Christmas I guess! Sorry I didn’t get you anything https://t.co/dsX3uXiEN3",1
"hi i am amazon prime member. Recently i got fire stick device. Somehow could not watch any Prime Video. Tried all possibilities. What is the issue: i am getting below message. (Pic1)
I tried accessing this Url then(pic2) :
5505 no country settings(pic3) https://t.co/gLtHPWZ04W",10
what type of non sense service is this? Havent got any response for my complaint. Sendng tweet for last 1 week. Worst.,6
Items not received. Your seller dicking about. I want my money back. Can you help?,6
What you show and what you send @115850 ! We returned the first and got the same thing back again. #productinfofail #poorspecs https://t.co/WdOxgHZOma,1
I have 6 pounds of Amish popcorn kernels being delivered today this is me living my best life,5
When your straighteners die halfway through doing your hair &amp; Amazon Prime Now comes to the rescue #AmazonPrime #GHD https://t.co/x2LwHFB9yd,0
"worst site. Request placed for return of few items,  but their dumb executives have no right things to do.",6
"please tell me how your courier service finds it acceptable to leave 4 parcels with a stranger on the street. Not even knocking on the door , literally stopping someone on the street!!!!",2
Does anybody know if Amazon Prime Music is working in India on the Fire Stick?,10
is there a reason that my Amazon Music App will no longer open on my Galaxy Tab unless I'm connected to wireless? I had downloaded offline music I own on the app and am now music-less at work with no wifi!,10
I have an order that just shipped today but I wanted to change the method of payment. It used my points and I’d rather pay on my credit card on file,3
can you tell me my ordered phone is not shipped till today why? .can you explain this,4
"stop cheating with customers. Refund my payment for order I'd 408-9976058-0017938, no courier delivered till date.",6
simonak. my amazon order is missing an item 😤,7
Well thanks for the horrible customer service @115821 @AmazonHelp #Annoyed,0
Congrats to @115821 and their shitty customer service! It’s okay for a driver to “deliver” a package and pick it right back up and tell me I️ “canceled my order” and never update their system! Shady AF! #amazoncustomerservice #amazon #neveragain,0
You are utterly useless at sorting our delivery problems... https://t.co/jbMDRb0KiH,2
"Amazon India, can you kindly explain and justify your ridiculous and unsustainable packaging practices? That's all that came in the big carton. https://t.co/IjzDu30iFJ",9
That moment when @115830 don't put your parcel in your safe place... FUCK 🙄 https://t.co/Q7WCOxMp2J,2
"I ordered from amazon prints and wanted to use a GC to pay for it, but it didn't give me a payment method option",3
Thankyou to the agent at @115830 who said supervisor will call me regarding my damaged watch which arrived a day late! #noshow #liars #fu,1
from last 2 days I am waiting for my parcel. From last 2 days my docket is showing out for dispatch but it is not delivered yet.,4
my package has been out for delivery for 5 days - thx @116090,1
After delay of 7 days finally received the package from @115850 Global Store. I would think twice if not thrice before ordering something from Amazon Global https://t.co/5HfQfkUAdL,7
On the German amazon.de i received trackinginfo from a product i ordered but i already got it 2 days ago. It says it will be arriving on november 21. What is wrong here?,4
I had placed an order on 27th Oct but still the product is not delivered. Neither you have provided me its status nor delivery man's contact number. Amazon has gone from good to bad to worst. Such a shoddy service! High time to move to @118702.,7
@115850 purchased through amazon.once again poor service. Fed up,0
"ATTN CAMGIRLS/SWs! My viewer just shared with me that @115821 sent them my address as a delivery confirmation! Please be safe everyone! This WASN’T a third party seller. 

My WL is officially private until I can get a PO box. https://t.co/ozp7EjcwHH",1
placed order yesterday. Has yet to ship. “Guaranteed” delivery by 8pm tomorrow. Color my skeptical. 🤔,4
"Dear @115830 your parcel tracking system is utter rubbish. “ we attempted to deliver on Friday”  no you didn’t. “We attempted to deliver Saturday “ again, no you didn’t. “ your parcel was delivered Sunday” oh no it wasn’t. Still waiting!!",2
Fab when you pay 6 quid for one day delivery and it then tells you sorry it'll be two days....@115821,4
"— Despite a support request, leaving at both front and back doors, and delivery notes when ordering, this is the 4th time bags from previous deliveries weren't picked up with a new delivery. What am I doing wrong? https://t.co/dVdp47WevL",2
Just used Prime Now to deliver Digiorno pizzas. One small step for man.,8
"Second delivery today YOUR people threw a box of cookies on the walkway in plain view NOT EVEN THE PORCH, no doorbell ring. Your delivery drivers are rude and fucking incompetent.",2
"hi, how can I get an update on this delivery - it was originally due last week and is needed for tomorrow 😞 https://t.co/C0lUrgFTwV",4
Usually @115821 is my favorite thing but not today... I hate Amazon today. 🙄,0
@AmazonHelp my wife sent me this screen shot to order for my son.2 mins later price goes up? https://t.co/RV8hNR7ch6,3
"Please guys don't purchase anything from Amazon. Go for Flipkart, it's much better and a thousand times more responsive. If something goes wrong then you'll have to repent like me. The service is hopeless. Amazon sucks, Flipkart rocks! Never try Amazon for God's sake!",0
Trying to get this working in Canada - but I keep getting this error when clicking browse. I am a prime member. https://t.co/xLD4lre4wv,10
"Your service in Brazil is terrible. Suffered a breach on local branch, and after contact the fraudulent sale was not stopped. #help.",6
What is it with @115821 and  shipping stuff in the original box and not in something to protect the box.,9
STILL WAITING FOR TICKETS FOR THE KILLERS 27TH NOV  AT THE 02!!!!TO ARRIVE,4
s a new on??? And when I ask them to contact the warehouse to see what the issue is they say they can’t? Are you kidding me? Bad!,6
"Come on, @115821 Prime. Dozens of episodes show up in the search results, but are ""currently unavailable."" (They used to play just fine!) #firingline https://t.co/uzzulWoqvM",10
#Amazon delivery driver telling blatant lies about delivery attempts again. #LazyWorkers,7
"So do you find We should purchase this product from outside the country?? Do we?? What is the actual cost of the product?? Are you fooling us?? It just cost nearly 20??50?/100?? not Rs: 9,367!! @115851 https://t.co/lKGlQYVzyx",5
please start providing other shipping options for Prime than @115817.  Their customer service and delivery sucks!!,8
Hey @115821 how about you stop lying about delivery status? You did not hand my package to any live person. i saw it on my neighbors doorstep. I just didn't know it was mine until it was stolen. THANKS!,2
"Need immediate assistance, booked an online movie ticket with BookMyShow, received transaction ID but haven't received details of the payment or seat numbers yet.",3
"Dear @116090, I think $1000+ for a Lesbian Field Guide to North America is a bit extreme. https://t.co/13S8F70QXf",5
Did not get my package on time. Thought 2 day shipping actually meant two day shipping. Not cool @115821 @AmazonHelp,7
is same day or next day delivery available in Delhi ?,4
"Got an Amazon notification and was like HELLO but it just said ""arriving today""
Dont do that when ive been stalking my tracking info since last night",7
second time now that i ordered #amazonfresh and everytime my mailbox i flooded #needsconfiguration https://t.co/QkdTL0WE5t,7
I just spent 20 min chatting with someone about #kindleuntimited and got nowhere. Can someone help me?,5
Amazon UK have messed up my order. I pre-ordered the game n 21 April 2017 .Now not receiving game until 2 December '17.,4
Why is @117795 charging for two hour deliveries 😭😭😭😭😭😭 no more orders for me and the subsciptions going #£80fornothing,1
"Hey @115821, really digging the empty package you sent 😐",1
"I’m just wondering, what is the latest time to order to get next day delivery?",4
"being a prime member why my product is still not delivered in one day.
False promises @115850 is making.",8
"Once again your delivery person threw pkg on porch, didn’t ring or knock! Lazy. Horrible delivery service AGAIN! 
https://t.co/SAXuJixyAZ",2
I have an idea @115830 @24104 when @6841 say they can’t deliver why not get Proof picture of house/ label ? #Lies #RipOff https://t.co/oYld7CKtnI,1
"@117093 I’ve used Fresh for years and your delivery service is going down hill fast! Is this acceptable delivery? No note, no apology, no weather protection! You need to get it together or you’ll lose this loyal customer. #badpackaging #baddelivery #overstuffed https://t.co/6bN7wlxvJe",2
"bad business! Ordered in Sept oh it’s from China! Delivery Oct 31-no Nov 4, NO and now it won’t track! Sent emails no response! Bad business practice Amazon-is this the future is ur company?????",7
"If I order something today with 2 day shipping... I'd expect it here on Saturday, not Monday. Wtf, @115821?!",4
I FORGOT TO CANCEL LA TIMES AND THEY CHARGED ME 😭😭😭😭,6
@AmazonHelp When You promise a Customer 1 day shipping that doesn’t mean the order will arrive 2 days later! Stop cheating customers,7
@AmazonHelp Why is Amazonhelp silent on the pending results of numerous contests at amazon.in. Is it just to harass Indians.,0
"help, package says delivered yesterday but it wasnt?????",4
What's the point in 2 day shipping if you're gonna make me wait another 2 days for my stuff  @115821,4
"@115821.com @98233 It has been over 2 weeks since the 2 step verification process has not allowed 100s of 1,000s of Amazon sellers like me to access their seller accounts; thereby, losing potentially $100s. I've had it. I am contacting the media.",0
Slightly upset when @115821 says your @458025 new book will arrive by 8pm today but then changes the arrival date to 2-3 days later.,4
"Took a day off work for my Xbox One X to arrive. Dispatched at 3:11am, I wait in all day - email at 6:33pm that it's not coming.",4
Of course my Amazon package gets delayed. That's twice in a row. I just wanna watch my movie.,7
i need a refund and the company i need a refund from won't reply to my emails help!,6
Thank You @AmazonHelp for making things right with my lost item.. you guys rock,0
I got the refund in amazon pay now I can't transfer it back into the bank account even though I need it badly. @115823 Help!,0
I don't think I have ever gotten worst customer service than I have from @AmazonHelp's seller service.,0
"so I ordered something on Friday,it's supposed to arrive by Wednesday but it hasn't even shipped yet!!!",4
really letting me down right now..,5
Just did! Thanks for the speedy customer care. 🖒❤ https://t.co/h9Qm9RqPXM,1
Lol Amazon is so crowded with #CyberMonday that it crashes on my phone every time I try pulling it up.,0
I have returned an item for a replacement but cant find any details about it on my account now... Why?,6
"My package was not delivered, but received notice that it was.  Please advise.,",4
@AmazonHelp Disgusted with Amazon for sending a torn book which they tried to patch up with sticker. I an not taking the trouble to go through the return process at all . Let's see what you do as a reaction to such substandard service https://t.co/Xl1x7wSfby,0
i ordered spare parts from amazon through shop and ship in saudi and i recieved my package but their are some peices that,7
spam emails??? Worrying for the more vulnerable users https://t.co/6zIyfMTEkN,5
it’s been two days since my package claims to be delivered still nothing. Called customer service and told me they couldn’t get into my account?,6
"@115821  tracking id 5180781132306, why do u take that much time for delivering a product ?
Should I rate u as d worst ?",1
"Hey @115821, why do you keep offering me $5 #primenow discounts when I don't live in the delivery area. Maybe different discount instead?",2
This is out of pocket @115821 I’ve been checking the mail since Sunday. If I got a $1 for everytime I checked it my order would’ve been for free. Smh https://t.co/ZCV6IOnm8M,1
"@115821  @115850 Purchased a product in may 2016, with 1 year warranty. Now its not working and neither seller is responding nor amazon customer care is willing to take the ownership and get the warranty honored. Pathetic Service to a long time customer.",0
"My clock used to show up on the Kindle app on my iPad, but now it’s gone. Thoughts?",10
Did @115821 change their delivery? Because some girl just pulled up blasting Cardi B and tossed my package on the porch. I'm confused.,2
Really bad experience with @115821 customer service for the first time,1
unfortunately the couriers you’ve advised have said that the items are too heavy/big and can’t colllect!,2
@115828 I preordered this game 14 months ago just to be sent it for the wrong console. FML... https://t.co/EMBHygMbOL,1
"Amazon echo ""wired"" part was a little disappointment! @115850 @121284",10
I paid for next day delivery for my costume and 5 days later I’m still waiting.  Can’t have a group theme at work without Winnie the Pooh.  ☹️,4
I need to return an item. Both drop off and pick up options require a printer. What options are there for those without printer?,6
I am still waiting https://t.co/n19zxQ0WRS WHAT'S WRONG WITH YOU? https://t.co/cy52xCFOOH https://t.co/dVJ56ztbuh,4
"The amazon app isn’t working properly, but I guess it’s okay https://t.co/PnHt5S7GgB",10
. Just had an interaction with customer service for an issue. Brilliant resolution. Thanks a lot.,6
If I still have my @136756 subscription but cancelled my @115821 prime do I still watch through Amazon?,8
"order 114-1236224-5262618
Please re-deliver the 1st item as it missed the delivery.",1
Me waiting on an Amazon delivery that should’ve been here hours ago https://t.co/WOZ6Ovo1M5,7
Hello. I’ve been trying to order two items and it’s saying it’s gone through but when I refresh the page it’s saying I,6
"It's been really fun to ask Alexa to play Prime Music on my Echo these past few days, though I wish they'd release the standalone app soon :(",10
still waiting for the product ... the link provided doesn’t even works ... should had selected COD at first place ... plz help https://t.co/Bh22VHqEA0,5
Hey @115830 why is the primenpackage I ordered yesterday not coming until thurs... no explanation despite one-day delivery promised?,8
was purchased off my wish list but was sent a blow dry cream instead of the conditioner https://t.co/KVegyg8p0d,6
I was going to read this but @115821 decided to throw 20 pop ups nearly forcing me to retrieve my free $20 gift card! 😑😡 https://t.co/BXTbDByuU0,1
"This @115821 order from last Thursday must be in some sort of package purgatory. Five days, and UPS still hasn't received the box from Amazon.",7
Am I the only one who lost the Carousel view after the @117634 update? Grrrrr...,10
One of you needs to figure out who sent me the wrong package and send me what I ordered @115821 @AmazonHelp,7
"Dear Sir, my mobile number is - 8240849036.  Transaction could not complete but amount deducted on 20th 6:30 am.  Refund noney.",1
my Xbox one x order still hasn't dispatched.  Customer services saying it's being review and not arriving!?,4
I️ just got my order within 2 hours from @1384 and all I️ can say is the game is forever changed 🤯,1
great customer service on your app to get a return sorted 👍,6
Won't send me a code to reset my password. NICE.,6
"@383281 @115850 Request @115850 not to engage with third persons. If her friend has a problem, he/she will handle. Why this idiot is interfering in that. Like to thank Amazon for asking for aadhar card. Because these ppl may be fraudsters.",0
"3/ @115821 WHY IS IT SO HARD TO REPORT A SHIPPING PROBLEM? Yesterday I got the ""chat is too slow, please call"" option. Why no message/email?",6
I ordered something and paid extra for overnight delivery it arrived after 3 days. How do I file a complaint about that,4
".@115830 @AmazonHelp where’s my delivery, should have been here hours ago??",7
amazon logistics is the fucking worst and it should be possible to opt out of using it. I paid extra to get this today and now may not get it for 2 more days. https://t.co/uEAHrmG6zQ,7
@AmazonHelp are you drunk?? November 7 to 8 really?!! https://t.co/ysjDkZdxJj,7
Never thought that Amazon will start fraudulent behavior. Selling product costing more than MRP(that too after discount). Order ID 408-1723980-9549101,0
When your @117795 driver delivers to completely the wrong address then can’t gain access to retrieve the parcel... /cc @AmazonHelp,7
Amazon Prime. £80ish a year. Ordered on Friday. Still waiting for delivery despite promises. Total waste of money -shame on you. Boycott from now on  #Amazon,8
I had a package scheduled for 1 day-delivery today from literally the next town over &amp; now it won’t be here til Friday #WTH ugh!,4
"Yo @115821, why am I paying for prime when you can’t seem to get anything here on time? Last package was a month late.",8
I was soo close to buy my first Mac Air but @115850 stopped me by not providing the delivery service of the product to my address 😞😞,2
"I ordered something on prime cos I need it today.. And its now saying 16th,this always happens to me!!",8
I see a problem here https://t.co/bCQFnOFLWJ,5
"your vendor supplied defective piece, you ruined B'day gift. Now no 1 paying attention to return Request. Only getting msg.",6
"Take my money, @115821",1
yoy guys dont care your customre i give to order for my book if you have not in stock so infrm me first of all but no you take my full mony than today you send me msg for cancell my book order 😡 https://t.co/oBrhgUr74q,6
"1 day left; are you ready for the witching hour? We sure are! 
https://t.co/VXRdviszbJ https://t.co/Y9o3LLHy6j",5
"is this 100 rps worth of wrapping, n luk at dis poorly printed note, n box of this pdct is so old, thanq fo spoiling my mum’s bday https://t.co/qGUrfp7UWh",9
all my last experiences with you. 😤😤😤 https://t.co/ycw8E4cYi0,5
"What the hell is this @115830? An eligible number, name, and I’ve been home all day! So your guy didn’t knock or ring!!! Shameful! https://t.co/VaODxWvVOs",1
"Latest gen fireTV and can't watch the live games. Reported the issue weeks ago and never heard anything. Can watch on my Roku, though.  Even did a factory reset! @116618 https://t.co/Op0nqJVUa0",10
Why is the no. of car tyres that I can buy from Amazon restricted to 2 or 3? How can I change all the three then..,3
where's my parcel? My order Was due to be delivered by 9pm Was apparently 'handed to resident' at 11.25pm? No it wasn't!? Where is it?,4
"Had an horrible &amp; pathetic experience on my iphone 8 purchased
Complete Diwali Spoiler !!
still issue not solved!!!",10
is https://t.co/AS7TXqxz6P affiliated with you?,5
"Amazon india is the chiter website,  untrustable
They deleiver wrong products nd never replace
I never buy anything from amazon,
If u want customer call on 8866675195, 9904571555",0
Hey @115830 can you explain how this works? Pretty sure ‘One-Day Delivery’ should be tomorrow? #confused #help https://t.co/M9UP3S5Y92,4
it is not ok for packages to be left in a driveway behind a car and next to the sidewalk.  #beggingtobestolen #runover #contracteddrivers #luckyisawithappen #notcool https://t.co/7ndeKBeBvp,2
"Boat BassHeads 225 Special Edition In-Ear Headphones with Mic (Blue)
Bought in Aug'17 not working properly now, please help with process of replacement",10
"You got the best delivery in the world ? Cool story bro, I'm still waiting my Ethernet Wires, it's been 2 weeks and they were already delayed twice.
What I am suppose to do ? Subscribe to Amazon Prime to have decent service ?",8
does this not look a little ridiculous? A huge cardboard box to protect a cardboard tube with a wall planner in it. #amazonpackaging https://t.co/2USEqjClJ5,9
Dear @115850 .. did GST affect the pricing so much ? Well played 👏👏👏 #AmazonPrime https://t.co/wsO6QODJGR,0
"my package was meant to be delivered by 9pm today, it's now past 11...",4
So my 8 year old son now doesn't have a birthday present despite me paying for next day delivery with @115821 and days to spare. #furious,4
I need help with order # 112-6293285-6789803,1
Hey @115821 your usps carrier keeps marking packages ‘delivered’ when they aren’t. This is the 4th time in the past 2 months. Get a new carrier.,2
how can i return something from Amazon US?,0
geting these msgs frm last 2 days. contacting your customer service executive daily still no trace of my order.Highly disappointed https://t.co/r9b8HxJPlZ,6
Why do I have to face last mile delivery issues with my packages whenever I order them to my office address in FORT MUMBAI??,2
Love when @115830 prime one day delivery takes 3 days and still hasn't arrived.,8
why isn't the jets/bills game on the home screen of my firestick? Is it not streaming?,10
Anyone else having #late deliveries from @115821 in #Dallas? I’ve had 2 in a row. Not a good trend. @AmazonHelp,7
what do I do if parcel not turned up by 8pm as tracker said it would be?,4
I had purchased Mivi Tough Lightning Cable from here. It is under warranty period and help center didn't https://t.co/QQqgICzcWk!,10
"Hi, i messaged you guys the other day about a missing order. I have not been contacted yet by the item provider, it's been way above 2 days since i asked to get my money back. I need help naturally, since i got no sweater that i ordered.",6
my installation of bed not done 25 days after receiving it. Please fulfill ur commitments.,4
How do I request a refund for an item that hasn’t been received?,6
Any offer on EMI,5
So I’m trying to watch Vaxxed on Amazon video and it doesn’t let me at all why u do this? @116618 u let me play rudolf all damn morning,10
fix up please @AmazonHelp https://t.co/YxIds2jhfR,0
"Will there be exchange offer on OnePlus 5T at the @115850 prime sale on 21st November ? I own a Oneplus 5, and would like to upgrade only if there's a good exchange value.
@132994",3
"@115850  Where is my cashback???????????of ordr no. 402-7250695-6490769 ,I am extremely disappointed with ur pathetic service.",1
"Another Amazon prime order that won't be delivered on time and that I actually need right now. If it wasn't urgent, I'd be laughing right now...",8
m nt able to talk wid ur cust. care. So disappointed. Needed help. Pls call on 9718751031. ur Helpline no. is crap,1
Don’t return registry items back to @115821 - they keep your $ even though tracking (that they provided) says it’s delivered.,1
"@115821 @13142 Bezos Amazon claim to be striving for becoming Earth's most customer-centric organization. However, the customer like me are left with totally unsatisfied and emotionally devastated experiences. Cancelled my order after 4 days, without any prior intimation",0
"I live in Lenexa, KS and whenever I ask about the weather, Alexa gets distracted hearing herself say her own name. @115833 @5503 https://t.co/ueZcAACTAu",10
Just had my first experience with Amazon's new delivery service and dear lord it's only a half-step up from the awful Lasership people they used to use,7
"Not all books are supported on all Kindle models :(
Delivery delayed of Kindle Fire today v disappointed. @AmazonHelp whats going on?",7
@115850 Amazon need improve our ATS courier service as of now giving third class service. 6 time my order returned from Ropar location without any information. So bad for Amazon,0
CC team @115850 disconnecting the call #amazonworstintheworld Order # 405-6870644-6019532 #Noresolution. Fuckuall😡🖕🏻,0
"@AmazonHelp @115851
Recent amazon case https://t.co/81voxyrG4y  it helped a lady. Amazon policy varies place to place? plz help",0
"has worst customer service, their service has declined over the last year",6
", bought a kenstar fridge 2 months back, it stopped working. Not getting proper response from serv center. Pls help!",6
how badly damaged does something have to be for this? Left us completely stuck :( https://t.co/g1qjUbncL9,9
Is this packaging really appropriate? Think green! https://t.co/bhvep5F7di,9
I tried logging into my account and my fingerprint doesn't work and when I tried sending a code to my number it sent to a email I've never heard of so I assume I got hacked what should I do ?,6
ORDER # 171-4199105-5082755 i returned my product purchased on COD and it was refunded to amazon pay bal. Now they don't agree to transfer to bank. #illiterateEmployes #boycottAmazon,0
Please teach your delivery drivers how to write. Door number ? Thanks to an email we found out it was 4. There isn’t a 4 in our street and it was actually at Number 3. https://t.co/VcrYRuN8Fj,2
Did you forget to send me my ordered Kindle? Who do I contact if my order got obviously stuck? (ordered at amazon.de),7
So @115821 is solving the issue of mysteriously disappearing packages by making their support experience even worst. Agggggghhhhhhh.,1
Love amazon thank you great friendly driver/delivery https://t.co/puRwmoZy0p,7
"@115850 
Didnt get product as per given date by Amazon
After wasting 2 hours by 5-6 call on customer service didn't get reply.",0
why the F my xbox one x hasnt shipped yet?! 1 week from relase date and it is still preparing for shippment. Oh and u dare to charge me $15 bucks for faster shipping.,4
have really updated their film collection since i was a last a member. Looking good. #amazon #film #thefounder,5
@AmazonHelp I’m informed my wish list is coming up with an address in Scotland and I’m in England! What’s going on?!,10
Is this your carrier @AmazonHelp https://t.co/FhYAb455Wo,7
I don’t care what it can do because right now I can’t get it bloody set up. I have original works fine. Which app BY NAME to use,10
"What's the point of having Amazon Prime if you don't get your package on time, 👎🏼 @115830",8
ummmmmm I wanna know how I’m overdraft in my bank account right now,5
"@AmazonHelp 

Your customer service support email is an absolute joke. Soon as your stupid 5 hour suspension is over. Account and prime getting closed 😠😠😠",0
Hey @115821 this coffee amker in the box isnt exactly the turntable i ordered...,9
I have been having issues and am unable to contact the customer service.  Please help me out,6
My refund amount for the courier done by my side has not been initiated....I have also made a complain at a consumer affairs department ...with complaint number-504011.  @AmazonHelp @115850 @149473 @89836 https://t.co/X54xzToDGG,0
Help me on this issue. I raised issue yesterday till now nobody from your team called me. https://t.co/Ps1bhqcNIS,6
Just picked a package up from an Amazon locker. The wrapping was not properly done (inner flaps not folded over one book) as a result of which the cover is bent. Not happy https://t.co/XvL4O44Sbt,9
Don’t think these new @115830 delivery drivers even bother attempting to deliver! Been home various times when supposedly no one in!,2
When @115830 &amp; @126705 say they attempted my package delivery... https://t.co/tpjs3Pe6w0,2
Ordered a shoe shelf online from amazon and came home to my package half open already. Put it together and I don’t even have all the pieces ??? Bummerrrr @115821 @AmazonHelp ☹️☹️☹️ https://t.co/efC3G4gxaN,7
"had to return 3 books in 3 weeks owing to it being damaged, and not just dog-eared; water damaged and broken spines. What gives? https://t.co/uesVrnLGO7",6
Prime and my package is now TWO days late. 🙃 Let’s see if it even comes today.,8
What the correct email to make a complaint? You don't make it easy to find?,6
"u haven’t delivered my parcel today even tho it was guaranteed (1 day delivery), had no emails saying you tried to deliver etc",2
Does @115821 have wedding registries? Because that's something this world needs,1
are you kidding me? I stayed home all day so I won’t miss my delivery and I just received an email saying they tried to deliver....,2
Hey @115850 @AmazonHelp Check DM.,0
When can I gift Kindle books in India?,3
hey I ordered a Black Friday deal on a DeeBot robot vacuum and now y’all are claiming that bc your carrier damaged it you won’t be replacing it,6
@139570 @115850 10 day old defective oneplus5 sold by Amazon. Service centre says mother board shld be replaced. I demand a replacement mobile.pls help.,0
Could you please help me? I bought four books just now and need them to be delivered to a different addresses but can't change..,2
please look into order no 4__credit_card__. Please help at least your #amazonprime  members,0
Seriously @AmazonHelp my stuff on the street again!? 😐,7
"I pre-ordered the Xbox One X (Project Scorpio Edition) on https://t.co/ab29VVLdRo  back in August and still haven't received it yet, a week after launch!!!! Terrible#amazon!!!",7
"I pay for prime. @115821 it's Thursday, and you're telling me two day shipping won't get it here until next Wednesday? That's not two days! https://t.co/hDYCbbIwv2",8
"Hi Team, I ordered a product now which said delivery by 11am tomorrow. But now it shows the date as 8-11 Nov. Please help",4
"Will my order ever ship, @116090? https://t.co/Zq6hhPOxTA",1
I've never ordered anything from you people can someone explain how this could've happened? https://t.co/vYuzBBMaoS,6
There is no more paging on wishlists. With bigger wishlists it is now almost unusable. Is there a way to get the paging back?,10
Why have my Prime deliveries been coming late? There's a guaranteed delivery date and I rely on it. Super disappointed!!!,8
"Seriously @115821, why do I pay for #amazonprime when nothing gets here in 2 days! Now it is a week!?Guess I can cancel that because why bother?!? So ridiculous!",0
when you order sneakers from @115821 and get more than you expected https://t.co/T0XR4VXu4c,1
"Hi I frustrated with Amazon Customer care services , Amazon  has no Business Ethics &amp; values 
""I Placed order on 17th October which is expected to deliver by 21st October"" cz of late delivery I lost offer who will bare the cost now ???",7
Seriously @115821 &amp; @115817 I just want my package.  Hasn't been scanned since Friday morning. Shouldn't take 5 days to get something from Tacoma.,1
I think you guys are going to lose the credentials for great shopping site because of poor amazon delivery - though AMZL US.. time to rethink..,7
"Hi, I just noticed a transaction on my Credit Card for €10.59. I have no order recently amounting to this amount. How can I find out what this was for?",3
How are hundreds of thousands of Diwali orders sorted &amp; delivered from our delivery stations? Catch the action in 60 secs #DeliveringSmiles https://t.co/nXtAmTjDoX,2
"@AmazonHelp order 408-3826605-2443545
Placed on 9th October, not yet delivered. Have requested for refund multiple times. Pls refund my payment.",0
"I have the weirdest problem. My new @115821 Echo Plus won't turn my lights green anymore. I have to ask her to make them chartreuse. But if I ask for green, she makes them white. Help @AmazonHelp!",10
is there a way to put a pin on my prime video account for buy and renting film/tv shows?,3
12 minutes are left for 8pm.so is it a bollywood movie where unexpected climax will occur.i am waiting for it.,5
Thanks @115830 for screwing up my day. Xboxone x Scorpio edition pre ordered day one but still not dispatched!!! Should have gone to game.,4
Well this scares me.... no-one is in at the moment! https://t.co/nwf4Ocj7jO,5
redeemed themselves and my fire stick was delivered last night. I didn't know how I would survive without seeing @129507 for 12 hours. All is well in Freyaland once again.,1
Great to celebrate the release of #PokemonUltraSunMoon waiting all day for my pre-order and it never comes. Reminds me why I bought @115830 Prime.,8
